,artist_name,artist_id,followers,popularity,genres
2371,Amparo,55FRGLGEoc58o9fNM6gEdf,778,42,[]
2372,Epi-Soothe,3nbFHhWXhyhU1QACy18PlF,85,40,['background music']
2373,Kyle McEvoy,6rRqxCKHpl9C5Imf2uinft,5003,65,['neo-classical']
2374,Sunshine Recorder,0C7vbfD3UtshkAi5BjrpA8,410,45,['neo-classical']
2375,Forest Lane,649ytPVPCsXWTdUcEPzlOr,30,42,[]
2376,John Looke,1QhkInKbE89KGSmit4gxS5,277,35,[]
2377,Chequerboard,4xjrTN2tw4VsS7mlBdSCmr,6640,33,[]
2378,amabilla stills,6FLdU3AbGAyrRIX4ma1MxF,176,39,"['background music', 'chill out']"
2379,Matter and Energy,4nI8wqhtfCFOYX3vvicEN0,1982,64,['background music']
2380,Aura Dope,06o1ocMKMo2ww6ku48oXtT,15,26,[]
2381,The Tides,0Z3GVEGMJYq0nTdZNJAx4V,2394,57,"['background music', 'focus']"
2382,Alan Ellis,624bnI8CyQTzYDFICtmHTN,5386,55,"['background music', 'focus']"
2383,Deeb,1d9MVFeVkGTYnRNMlNe0dz,7022,47,"['chillhop', 'jazz boom bap']"
2384,Fujitsu,2a42gzUH51UAvwcfy0N6JT,19772,58,"['chillhop', 'lo-fi beats']"
2385,Kotono Tanaka,2uEVl0y8kXD2i1zFhFt7vT,10,36,[]
2386,Evin Iris,0H11IrXWhpptE27M8Xll9w,213,47,['background music']
2387,Antuigo,0SIxo5o3Jh1i8IjKtZhjcd,371,44,['background music']
2388,Lise Allard Bonnot,31OXncIqkqZobP4bDBuexp,4,10,[]
2389,Sheltered Solitude,2DsYHbz0OEIGzYynekPLlB,1147,44,['background music']
2390,Keegan DeWitt,1QkkfXx0WxSxmUIQOkSWa2,5651,49,[]
2391,Mehdi Teyt & Rehla X,0UfCWBHRcFM2ZqmnjkmJV9,533,51,"['background music', 'chill out']"
2392,Jellis,1WQB3MUY8am8dxKhfQWM1p,2841,39,['chillstep']
2393,Subsets,1kdM4ZjjkM45gj9HAZeNdb,4831,41,['substep']
2394,slace n' cal,5oa9uIjqOngcHDuOFdWwzv,183,46,['chill out']
2395,HM Surf,6TeBxtluBMQixZcKkJ3ZrB,18345,70,['lo-fi beats']
2396,Person Paul,1J3ndqmGPsMWIasf7VOPVR,167,40,[]
2397,Out Of Gravity,4TFNHaPqofW42WWVafTX7o,4530,44,"['background music', 'chill out', 'focus', 'relaxative']"
2398,Lishuid,2cjSxEq1UMpgih1HfIcujl,194,36,[]
2399,Burgundy Skies,2txYwbS88ztbJYTKGVeUrq,1309,44,['background music']
2400,Clush,5tk5PQwf3VDXOuW2bDbbKj,236,42,['chill out']
2401,Drogheda Saints,2SWteFUMxAIf2TginGpqcU,41,34,['chill out']
2402,Hippidion,5x5TCRTR4Muz84XgDT61D3,93,27,['chill out']
2403,Brendon Moeller,3V3T5haMWZGfFxqVsAB9oB,3804,52,"['chill out', 'dub techno']"
2404,Smith/Hill,7HBGJDqgtjAhCnoFpZzFDS,46849,57,[]
2405,Videung,5otZiXoT8hB9Gi1oFcz4h0,27,18,[]
2406,Jars Of Bees,3Ni9BAJnZMfBG74X6Osx9N,151,44,['background music']
2407,Lama House,3We2SFbH59mXg6D42TPhWJ,1368,57,"['background music', 'background piano']"
2408,Avery Young,1Uc5aI4Mz5c9SPUEjUga29,750,48,['background music']
2409,Mark Buddah,4wmnQWqRmorsoQL22AY6Vi,275,36,['background music']
2410,Young Marco,7zpN81tVvPwlHcJSkSCyRa,13213,37,"['dutch experimental electronic', 'float house']"
2411,Michele Lark,29EUNz9UsGgEqi4nRHxs8x,61,17,[]
2412,The Sleepwalkers,6vwqHmCmfgwJVzHQn4AAab,109,43,['chill out']
2413,Elementaries,1kB8QJP6BXE8ezroP29Z5r,268,45,['chill beats']
2414,Daniel Lanois,5S0AJvE9NB1kGrXRfYh690,35024,53,"['canadian americana', 'melancholia']"
2415,Rocco DeLuca,1iqmDIQe1As4Lr35neuZrh,5166,40,[]
2416,Ebb & Flod,2thIq9dFmnfUClzXEjDIMr,5640,58,"['background music', 'focus']"
2417,Atlantis Dove,4lWGfxuk3gXKG0v4fI4mqi,227,37,['chill beats']
2418,Arbour,3pSfwb3p6BVPTYDkNdgxS2,14474,62,"['chillhop', 'lo-fi beats']"
2419,369,2GwKduchNwbFP10LgIV7y4,598,53,[]
2420,William Duhamel,2MJK51yXcbWpaiL0MWCAtp,84,44,['background music']
2421,Josie Mehlin,3VkUsVhRvP02IX46EWGzQz,303,45,[]
2422,Cooper Sams,5dQtzw5YaP9ZCMv0GWymws,2093,58,"['background music', 'focus']"
2423,Melchior Woo,1mzRC5aErSPihEsrf8HlCx,78,29,['background music']
2424,Tom Kalani,19b5Zn4pI7sCFiHfSlRFSc,81,47,['chill out']
2425,The Lay-Backs,3hcHU2Pwf2YPgQXqdEi83C,118,50,[]
2426,Astron,6qiuwoB9ro3SX0ZjSXnr0y,4932,54,"['background music', 'focus']"
2427,Benjamin Martins,5oqbogYQRxno77NT1FFrt5,1465,59,['background music']
2428,Eucalyptic,7fFV1CuS9eT92DKj0Zzpt9,1138,51,['background music']
2429,The Only Star In The Sky,0V0CTs5Y6qKqbzZ7lomgkz,220,53,[]
2430,Isobel Belano,2seiab24QmTzU4XTr1rjhV,292,50,['background music']
2431,Milo Graves,5hzPkgJBMM9LUlO00sH6TV,187,51,['background music']
2432,Sight of Wonders,4TVuWsAEx3S4UnsJhA7QYD,761,49,[]
2433,Amaranth Cove,1Gt39QnTBTndeyiJ5SO04q,3512,57,"['background music', 'chill out', 'focus']"
2434,Dear Gravity,28MEj0HGdwvJYdbMAVpXU6,875,45,['ambient worship']
2435,Realizer,7I2pqQX5c5XTjyl8InIrbt,1429,52,"['calming instrumental', 'chill guitar', 'neo-classical']"
2436,Ambient Endeavors,6K2iIaKWCotVvzrL8ryV2W,489,31,[]
2437,Steven Sayles,3SXmOuVoOqCUuGhg0fZDA2,110,22,['ambient worship']
2438,Kiesza,4zxvC7CRGvggq9EWXOpwAo,263697,64,"['dance pop', 'electropop', 'pop edm']"
2439,Tyler Shaw,3jERgGiTwNAPxNmDasAb31,35940,58,['pop quebecois']
2440,LØLØ,5MjcGshMggPgIHinIUDaX0,7742,51,['canadian pop']
2441,Alex Porat,3aROeSNBd69DWHpcyyMOcI,32528,62,['indonesian pop']
2442,Snakehips,2FwJwEswyIUAljqgjNSHgP,321294,70,"['edm', 'electropop', 'pop', 'tropical house']"
2443,DaVido,0Y3agQaa6g2r0YmHPOO9rh,374416,73,"['afropop', 'ghanaian hip hop', 'nigerian pop']"
2444,The Vamps,7gAppWoH7pcYmphCVTXkzs,3921211,77,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
2445,Shawn Hook,7blkMNJv8n9ceP9zlA4W2U,58791,56,['canadian pop']
2446,Pia Mia,1BhWF9W2PngtPSyobKg0rP,1257600,68,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']"
2447,Dillon Francis,5R3Hr2cnCCjt220Jmt2xLf,1010055,70,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'tropical house']"
2448,Lights,5pdyjBIaY5o1yOyexGIUc6,247913,61,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']"
2449,MYTH,4WhPS2kQ4vN8mcOkbSD8ZR,722,46,[]
2450,Mathew V,5XG2NyvMVgff8ZAeKWX8yS,5345,45,['canadian electropop']
2451,Sofia Carson,7bp2lSdh12wcA8LyB1srfJ,2310696,73,"['pop', 'post-teen pop', 'social media pop']"
2452,Scott Helman,2LgklPXmvWVOQfzPVkuChg,50202,59,"['canadian folk', 'folk-pop']"
2453,Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,65103,63,"['big room', 'canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop edm', 'tropical house']"
2454,Sophie Simmons,7AOCUMe3rKW4o3uADBNwVy,7812,57,['la pop']
2455,Clever,5yy76ufVriyvidNSvXlRU1,38456,69,['alabama rap']
2456,Chromeo,2mV8aJphiSHYJf43DxL7Gt,323450,61,"['alternative dance', 'dance-punk', 'disco house', 'electropop', 'filter house', 'new rave', 'nu disco']"
2457,Brendon Urie,6eYFryfcEu3QSq59D62wZQ,87763,73,['pop']
2458,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,804920,77,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'tropical house', 'uk dance']"
2459,BODYWORX,6GIwyYD9kOim8j3M6jt4AM,3020,56,[]
2460,Winona Oak,3XC57xz74X3xUi1hv4mge1,62060,67,"['pop', 'swedish pop']"
2461,CHAII,5QYfFIxVcsJtK600MxqtpF,2442,41,[]
2462,Hayden James,4csQIMQm6vI2A2SCVDuM2z,189494,67,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'tropical house']"
2463,Paije,4uFfVPj6D39RBhVjpY84Ji,68,41,[]
2464,Tinie Tempah,0Tob4H0FLtEONHU1MjpUEp,730150,71,"['dance pop', 'grime', 'house', 'pop', 'pop rap', 'tropical house']"
2465,Farina,7cYik4OyfBXYV5Z2TI7p90,114940,65,"['colombian pop', 'rap latina', 'reggaeton colombiano']"
2466,A R I Z O N A,7hOGhpa8RMSuDOWntGIAJt,334488,70,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop edm', 'tropical house']"
2467,WHIPPED CREAM,5CMaNobmJYgXcfiT0zYOwi,39759,57,"['canadian electronic', 'electra', 'electro house', 'electronic trap']"
2468,Lil Keed,3uJx5SnOM59Li7lCxA3b29,527190,72,"['hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
2469,Destructo,0BEYTctVmnYa5yStp4Jpab,52492,54,"['bass house', 'electro house', 'electronic trap']"
2470,Wes,3tXUeiWOSod3mSQ2lOautf,7170,72,[]
2471,Dom Dolla,205i7E8fNVfojowcQSfK9m,89105,65,"['australian house', 'deep groove house', 'edm', 'house']"
2472,CamelPhat,240wlM8vDrf6S4zCyzGj2W,210648,71,"['deep tech house', 'disco house', 'edm', 'house', 'progressive house', 'tropical house']"
2473,Yannis,6CFQDzNLNcuK5lVZ766Yxt,1298,53,[]
2474,Foals,6FQqZYVfTNQ1pCqfkwVFEa,1114195,70,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'oxford indie', 'rock']"
2475,Sgt Slick,64rqoVt9ShRtUCU0bPKQll,946,47,[]
2476,HOSH,3qoTlYFOahAlAh9ee3qnbs,51799,61,['hamburg electronic']
2477,1979,0L4gqdrMNbRIbNKzgcBXG6,2412,60,[]
2478,Jalja,2KgiNo5JQEyIQdGv2Wyh4R,217,60,[]
2479,Tyron Hapi,5aSBbBUbArJfyNKDg4KS1I,17942,56,['sky room']
2480,Dylan Joel,6PsZs1L8zuW49bEUbkQ4JD,8049,41,"['australian indie', 'australian r&b']"
2481,Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,413525,71,"['art pop', 'dance pop', 'electropop', 'escape room', 'indie poptimism', 'pop', 'post-teen pop', 'transpop']"
2482,Tujamo,2vVNxGBvKRQMWwI5c8KmYh,185243,72,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']"
2483,MAJAN,60pVmLS5zlt31OWk340O3U,36277,71,['german pop']
2484,ILIRA,6mzs66iVW15C5iLt0JLt41,19886,70,['albanian pop']
2485,Conrad Sewell,1rw8ZTLnDHd74TWDDukjVi,93767,67,['australian pop']
2486,Tobiahs,4eHzBO6qaL2wt35kENSbTs,3390,48,['aussietronica']
2487,Iris Lune,1IgffkHwmfiDbyYCFTKVsT,2144,32,['nyc pop']
2488,Raymix,0hHT2BH7XTm3ZdZb6CX064,376765,68,['nu-cumbia']
2489,Juan Magán,1ackd5XprZEkH3McKbQD51,1499290,78,"['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'spanish pop', 'tropical']"
2490,KYEN?ES?,7clZc3rkBtBtHiZtwmkXXx,50,37,[]
2491,Chimbala,4VVEpEhC8NcR7AqNEds42U,221592,68,"['dembow', 'dominican pop', 'flamenco urbano', 'latin', 'rap dominicano']"
2492,C. Tangana,5TYxZTjIPqKM8K8NuP9woO,979815,73,['trap espanol']
2493,Guaynaa,0BqURncJM5B1BBu7UM51eq,513246,79,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow']"
2494,ChocQuibTown,6tkyhGe9hGI3Lcfo4gVh6Z,460034,68,"['colombian hip hop', 'colombian pop', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'reggaeton', 'reggaeton colombiano', 'salsa choke']"
2495,Ñengo Flow,12vb80Km0Ew53ABfJOepVz,2115464,82,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
2496,Yera,1vrahybrKylgwkjhbmOz94,33351,68,"['colombian pop', 'latin', 'latin pop', 'pop reggaeton', 'reggaeton colombiano']"
2497,Skinny Happy,3P3HEwD70uW4S1Gs5fhO9L,12087,54,"['colombian pop', 'pop reggaeton']"
2498,Trapical,1akovilveREPmx1E535jJU,6226,60,[]
2499,Emilia,0AqlFI0tz2DsEoJlKSIiT9,107308,61,['cumbia pop']
2500,Like Mike,4pwXiI7Z5ZStkgKowZyoKi,108111,65,['belgian edm']
2501,Ana Mena,6k8mwkKJKKjBILo7ypBspl,271211,74,"['latin pop', 'spanish pop']"
2502,Nacho,2ayNSoKPCRAfjp6hQ76hRu,2793764,72,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'tropical']"
2503,Fuego,7wU2WGCJ8HxkekHHE2QLul,182686,66,"['dominican pop', 'latin', 'latin hip hop', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'trap espanol', 'trap latino', 'tropical']"
2504,Luciana,4ugGMtXC28CVR5hlYJy9wV,12496,60,['dance pop']
2505,Victor Magan,6alFyA4PruPsPkMVpXgKdO,4612,45,['electro latino']
2506,Residente,5GcWBUX00IPuWVGMIRK1sS,783417,69,['venezuelan hip hop']
2507,El Coyote The Show,6aKqvchVwet2lyIxBDqgTV,725,38,[]
2508,"Tito ""El Bambino""",5fJsY7afrbsyzJj9wdzJMh,2205919,71,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'tropical']"
2509,Omara Portuondo,1h4iSQAKdvAAm07l6FX6dy,81073,58,"['bolero', 'bolero cubano', 'latin jazz', 'musica tradicional cubana']"
2510,Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2,817491,66,"['cumbia', 'latin alternative', 'latin rock', 'pop electronico']"
2511,Sinego,3UlAQex8nw3vquHcmY8fpb,5324,50,['mexican edm']
2512,Cruz,1JZpCeGFkcB3EJi3Dejxlp,720,44,[]
2513,Thiago,3UaRJjZoZQw9gJhln6RpLU,230,43,[]
2514,J Alvarez,6XFITTl7cFTdopDY3lUdlY,3454259,70,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']"
2515,Marko Silva,0lfg4jmiStCcCn1lPgkvCY,8000,46,['reggaeton flow']
2516,Snova,5oOyEfGd8NxAKA41zGQhoj,3296,52,[]
2517,Lionel Ferro,7eCV5haSJZFNswFd6asIZp,125330,43,['latin viral pop']
2518,Karen Méndez,0txXDZCdXBzha20sgN1GRk,318069,60,['latin viral pop']
2519,Darell,1TtXnWcUs0FCkaZDPGYHdf,1429573,84,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
2520,Ghetto Kids,6XvKTz2XRPwlry0UdjqoKq,52041,63,"['mexican pop', 'perreo', 'reggaeton mexicano']"
2521,Mad Fuentes,6fzh7nbhTUmqHUlx7a6DFW,15779,64,['perreo']
2522,Urba y Rome,73Lhk4XucX7BDRL82Zngs5,2027,49,"['perreo', 'reggaeton flow']"
2523,Lyanno,1Ts9of7VPZElwPQnqnDSfW,200650,80,"['latin', 'reggaeton', 'reggaeton flow']"
2524,Diana Ela,6N1G7ER0svQJ0OoUjkX4Cr,821,38,[]
2525,Leslie Shaw,3bAPo06XsUX6fo8iHYUqH7,143776,56,['pop peruano']
2526,Katalina,5A0VKjif7Iv5v8ZvmyQajc,827,38,[]
2527,Alex Sensation,0OROVBEZCocg0FcgJpyBse,112529,63,"['latin', 'reggaeton', 'tropical']"
2528,Mark B.,0zZJhc1T0zBurhnBwQ2fcu,173376,56,"['dembow', 'dominican pop', 'rap dominicano', 'reggaeton flow']"
2529,"Secreto ""El Famoso Biberon""",37UACiDcdzEYii0iU0QpAf,217600,67,"['dembow', 'dominican pop', 'latin', 'rap dominicano', 'tropical']"
2530,Don Omar,33ScadVnbm2X8kkUqOkC6Z,4499640,83,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']"
2531,Tropkillaz,5bzWtCkjIAMgN93gLt56SO,186699,65,"['afrofuturismo brasileiro', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional']"
2532,Mc Zaac,76Xa625geVw0Q7BdyxNjA2,1430213,76,"['funk carioca', 'funk pop']"
2533,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,8716772,81,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
2534,Sophy Mell,4IEPhZEgJXHdF23yZQlskd,3739,33,"['ecuadorian pop', 'rap latina']"
2535,El Chacal,1xFn1xod58AGaSZjrxdiXA,109568,63,['cubaton']
2536,In This Moment,6tbLPxj1uQ6vsRQZI2YFCT,895878,67,"['alternative metal', 'melodic metalcore', 'nu metal']"
2537,Tech N9ne,6UBA15slIuadJ8h2lPRPos,1756171,76,"['hip hop', 'kansas city hip hop', 'pop rap', 'rap']"
2538,Kid Bookie,7DiLiJ8nji6DslsFSzx0IV,5068,51,[]
2539,Hollywood Undead,0CEFCo8288kQU7mJi25s6E,1781774,75,"['alternative metal', 'nu metal', 'pop punk', 'rap metal', 'rap rock']"
2540,Kingdom Collapse,5OA7FiSNGhsL2ryfAtarP4,3738,40,['gymcore']
2541,Hollow Front,50YmW8f4U5IxTIwYI9mGAe,31558,50,"['american metalcore', 'melodic hardcore', 'melodic metalcore', 'metalcore', 'post-screamo']"
2542,Bleed From Within,5ZvwJikDgdP1PFU4PkAPVG,70167,55,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore', 'scottish metal', 'uk metalcore']"
2543,Lamb of God,3JFsVIxOn7STeilPICkkB2,1253760,69,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']"
2544,Machine Head,0lVlNsuGaOr9vMHCZIAKMt,844214,63,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'melodic metalcore', 'metal', 'nu metal', 'progressive groove metal', 'rap rock', 'rock']"
2545,Killvein,06cney6NeBMfbrB6l4qAwJ,613,35,[]
2546,Frank Klepacki,0DGqabk3gsZWS8zEdgt1m5,20919,51,"['scorecore', 'video game music']"
2547,The Tiberian Sons,25aiEkyELb7lgxJjn3F2gz,217,40,[]
2548,10 Years,0REMf7H0VP6DwfZ9MbuWph,437971,62,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']"
2549,Tetrarch,5e43m4iYsZF54tHcJNAVU2,8946,43,[]
2550,DED,312CXoyqdQ0p6ZJ67NJoVa,43920,50,['gymcore']
2551,Otherwise,1OVyBGCKn7vObVIVPXcmLa,70741,56,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo']"
2552,Scott Stapp,6HySSUk2KthFj3bd9R61ql,88264,47,"['alternative metal', 'post-grunge']"
2553,Wake Me,2OKWC39MELd0cAePTukUxj,3503,42,"['gymcore', 'post-screamo']"
2554,Saint Asonia,6Fwq3TDWpMhcL1KTKVQiI8,149300,55,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'rap rock']"
2555,Wake Up Hate,6ifZyHLaUfu3ViOaGfz8fk,5704,46,"['deep metalcore', 'gymcore', 'metalcore', 'post-screamo']"
2556,Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,4339799,80,"['alternative metal', 'groove metal', 'nu metal']"
2557,Bury Tomorrow,6BD4lgmnh4vy6kkCaZRDWt,176697,62,"['melodic metalcore', 'metalcore', 'uk metalcore', 'uk post-hardcore']"
2558,Silverstein,1Tsag5J854qxeOo2apszug,474208,65,"['canadian post-hardcore', 'canadian rock', 'emo', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']"
2559,Aaron Gillespie,5B2GfbXgossZt9SE08Iqn6,15943,52,['dreamo']
2560,Motionless In White,6MwPCCR936cYfM1dLsGVnl,731810,69,"['alternative metal', 'melodic metalcore', 'metalcore']"
2561,Solence,4fnono0JCZFAeeaecrI7kg,42902,59,"['gymcore', 'post-screamo']"
2562,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,467368,68,"['german metal', 'metal', 'power metal', 'progressive metal']"
2563,Papa Roach,4RddZ3iHvSpGV4dvATac9X,3446685,76,"['alternative metal', 'nu metal', 'pop punk', 'rap metal', 'rap rock']"
2564,Through Fire,1SPVRGHIGb9TJxBKQ9O9XT,49773,52,"['gymcore', 'post-screamo']"
2565,New Years Day,7IEyUxk8jyEVz9Zm9H8bfg,208780,53,"['candy pop', 'pixie', 'pop emo', 'slayer']"
2566,Kobra And The Lotus,5hW7RukGK6ErG26zM3Sfzl,41460,44,"['canadian metal', 'melodic metal', 'slayer']"
2567,Sleeping With Sirens,3N8Hy6xQnQv1F1XCiyGQqA,1731392,69,"['metalcore', 'pop emo', 'pop punk', 'screamo']"
2568,Any Given Sin,1376cQHGVXyY9lSz0Wf900,5239,43,['gymcore']
2569,Skillet,49bzE5vRBRIota4qeHtQM8,3325677,78,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']"
2570,Slipknot,05fG473iIaoy82BF1aGhL8,6316618,81,"['alternative metal', 'double drumming', 'nu metal', 'rap metal']"
2571,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,3499876,76,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'wrestling']"
2572,Dope,7fWgqc4HJi3pcHhK8hKg2p,501700,61,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
2573,Powerman 5000,5imUS9dQyCbAjUEJJ9QyWC,394280,58,"['alternative metal', 'funk metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']"
2574,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,4233380,79,"['alternative metal', 'nu metal', 'rap metal']"
2575,Escape the Fate,5ojhEavq6altxW8fWIlLum,904788,66,"['alternative metal', 'metalcore', 'pixie', 'pop punk', 'screamo']"
2576,Shallow Side,4i4Ra7cGv6zxiRtRSrhm1I,18731,46,"['gymcore', 'post-screamo']"
2577,Fire From The Gods,6yeRY2d7gubXoymv3DAYhS,106420,56,"['conscious hip hop', 'melodic metalcore', 'metalcore', 'post-screamo']"
2578,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,772572,66,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
2579,Sevendust,35Uu85Pq33mK8x1jYqsHY2,682546,61,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']"
2580,Nonpoint,6BdSOHfQ6kMg0tbAFlXR1z,304565,60,"['alternative metal', 'industrial metal', 'latin metal', 'miami metal', 'nu metal', 'rap metal', 'rap rock']"
2581,Shinedown,70BYFdaZbEKbeauJ670ysI,2671885,76,"['alternative metal', 'nu metal', 'post-grunge']"
2582,Seether,6B5c4sch27tWHAGdarpPaW,2170390,74,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']"
2583,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,2022980,71,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
2584,Sully Erna,5L1SdeG9JS8cmL742IYBIy,27029,49,['alternative metal']
2585,Korn,3RNrq3jvMZxD9ZyoOZbQOD,4090483,77,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']"
2586,River Becomes Ocean,6xLpAXwI7XGsRgroyZCY3L,3512,37,['uk post-hardcore']
2587,Liam Cormier,5IrAy16J58yAZf42VLRa5m,97,37,[]
2588,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,1958092,73,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2589,Beartooth,6vwjIs0tbIiseJMR3pqwiL,465973,65,['post-screamo']
2590,Hyro The Hero,54okLCsuAzwltG8zHECNpm,17430,48,"['nu-metalcore', 'rap rock']"
2591,Saul,3bpsYqqHc3GqU3WclK4dpp,8407,46,[]
2592,Sum 41,0qT79UgT5tY4yudH9VfsdT,2770717,75,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'punk']"
2593,Rammstein,6wWVKhxIU2cEi0K81v7HvP,5001765,81,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
2594,Gojira,0GDGKpJFhVpcjIGF8N6Ewt,674484,67,"['alternative metal', 'french death metal', 'french metal', 'metal', 'nu metal', 'progressive groove metal', 'progressive metal']"
2595,The Carters,4fpTMHe34LC5t3h5ztK8qu,942948,63,"['pop', 'pop rap', 'r&b', 'urban contemporary']"
2596,Erik Hassle,6MKNzi38fPQCFRdWOtHqTJ,52115,48,['swedish pop']
2597,Electric Guest,7sgWBYtJpblXpJl2lU5WVs,267892,62,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']"
2598,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,395361,60,"['alternative dance', 'big beat', 'disco house', 'electronica', 'new rave', 'vocal house']"
2599,Keri Hilson,63wjoROpeh5f11Qm93UiJ1,1326879,69,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
2600,All-4-One,1B8ySGDAiXTCvnJNH4HSCG,424693,62,"['boy band', 'dance pop', 'new jack swing', 'r&b', 'urban contemporary']"
2601,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,3886237,77,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2602,NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,602611,72,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']"
2603,Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,1060582,69,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
2604,The Big Pink,4xM0Rz2FbjZevoVLVJUgEQ,32782,39,['electronic rock']
2605,Olly Murs,3whuHq0yGx60atvA2RCVRW,2829838,71,"['dance pop', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']"
2606,Phoenix,1xU878Z1QtBldR7ru9owdU,1619322,69,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']"
2607,Celeste Buckingham,2fIUlieTjLTaNQUIKHX5B8,12838,44,['slovak pop']
2608,SoMo,5AtWO8IEnjhRLzaVVQxFUs,616344,66,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b']"
2609,Bad Bad Hats,2bstapBmz5M83elQvPnwp6,33291,46,['minneapolis indie']
2610,Bleachers,2eam0iDomRHGBypaDQLwWI,398026,66,"['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp and holler']"
