,artist_name,artist_id,followers,popularity,genres
4228,Otros Aires,4V8yy6XGCvl6cy2UihbH2h,16060,39,"['neotango', 'nuevo tango', 'tango']"
4229,Sotomayor,13UO3EqZHeNkeDQKjUS8oH,33945,45,"['mexican indie', 'nu-cumbia']"
4230,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,892379,67,"['latin jazz', 'salsa', 'salsa puertorriquena', 'tropical']"
4231,Feten Feten,2jA6wEXprTZysvomP2krp8,10557,46,[]
4232,Neil Halstead,3QbwwBVHCVDEDrVpvUcCwj,18633,39,['melancholia']
4233,Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,5816975,79,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
4234,Oscar Isaac,5opRYqktzpMFqZ7jtnp7yy,20098,45,['movie tunes']
4235,The Head and the Heart,0n94vC3S9c3mb2HyNAOcjg,854523,72,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']"
4236,Feist,6CWTBjOJK75cTE8Xv8u1kj,595887,64,"['art pop', 'canadian indie', 'canadian pop', 'indie pop', 'indie rock']"
4237,The Postal Service,5yV1qdnmxyIYiSFB02wpDj,433368,59,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']"
4238,Carl Broemel,2kWhbqyjKw16929nBXzSWR,7236,34,['modern folk rock']
4239,Junip,7HcipAIJatVGT4U6HQrnFW,145151,51,['swedish indie rock']
4240,Escondido,13lPIA6TfK28D9nWZJ9HuB,9704,34,['nashville indie']
4241,Real Estate,41SQP16hv1TioVYqdckmxT,341025,59,"['chillwave', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'new jersey indie', 'noise pop', 'nu gaze', 'shimmer pop']"
4242,Kings of Convenience,41AbNVba2ccpmcc9QtOJE7,543759,62,"['bergen indie', 'melancholia', 'norwegian indie']"
4243,Paleo,2GDAl6I7NyYDH4QmjPbFkN,1738,18,['stomp and holler']
4244,Damien Jurado,79JJCxCCfJ8HufX6w8q2k4,138681,57,"['alternative country', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']"
4245,Cat Power,6G7OerKc3eBO9sVkRNopFC,562654,63,"['anti-folk', 'art pop', 'freak folk', 'indie pop', 'indie rock', 'melancholia', 'singer-songwriter', 'slowcore']"
4246,Whitney,32aUoW94mJ7xTJI7fG0V1G,204232,65,"['chicago indie', 'indie folk', 'indie pop', 'indie rock', 'indie soul', 'stomp and holler']"
4247,The Law,6DK3E5dh7jJrKyAHfucWBB,942,48,[]
4248,Phosphorescent,57kIMCLPgkzQlXjblX7XXP,179262,57,"['alternative americana', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'new americana', 'stomp and holler', 'swedish americana']"
4249,Slow Club,75Kh0eqgzo9f43Dan1JzSV,53395,40,['sheffield indie']
4250,Rostam,04XggbrM51GcFPTxBYtRXT,53578,58,"['art pop', 'indie pop']"
4251,Johnny Flynn,1UQRtt7eHW6Bt4INNTUtb3,137385,54,"['indie folk', 'stomp and holler', 'uk americana']"
4252,Natalie Prass,0EmUT6i9rTu9ZHy1Tl1iuX,44654,49,['rva indie']
4253,S. Carey,2LSJrlndCuTpdEluvYHc2E,88185,57,"['chamber pop', 'eau claire indie', 'indie anthem-folk', 'indie folk', 'stomp and holler']"
4254,Laura Marling,7B2edU3Q7btJoNsoHCNohM,386718,63,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'chamber psych', 'indie folk', 'indie pop', 'singer-songwriter', 'stomp and holler']"
4255,The Tallest Man On Earth,2BpAc5eK7Rz5GAwSp9UYXa,570581,61,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']"
4256,Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o,428849,64,"['funk', 'indie folk', 'modern blues rock', 'new americana', 'rock', 'stomp and holler']"
4257,Widowspeak,5ZW7HlSuZz8ng2X21cXbdP,56512,52,"['brooklyn indie', 'chillwave', 'freak folk', 'garage psych', 'indie folk', 'nu gaze']"
4258,Emmy The Great,3BniKY9Gw01zy21IDlVhaM,26924,37,['anti-folk']
4259,Youth Lagoon,1Z2KInfSmPOzAIYyiaXeti,188393,50,"['chillwave', 'dream pop', 'idaho indie', 'indie pop', 'indie rock', 'shimmer pop', 'stomp and holler']"
4260,Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,470474,69,"['indie folk', 'neo mellow', 'new americana', 'pop folk', 'stomp and flutter', 'stomp and holler']"
4261,Boy & Bear,2NqgE99Ll5vOTvmbN7O2R6,214461,60,"['australian indie', 'australian indie folk', 'australian pop', 'indie folk']"
4262,James Vincent McMorrow,7FDlvgcodNfC0IBdWevl4u,530889,64,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']"
4263,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,620536,65,"['indie rock', 'modern rock', 'philly indie']"
4264,Vetiver,7ACSlU8kTcQIbvpwLWze8E,49197,48,"['freak folk', 'indie folk', 'stomp and holler']"
4265,Rogue Wave,2JSc53B5cQ31m0xTB7JFpG,93649,51,"['bay area indie', 'indie pop', 'indie rock', 'modern rock', 'noise pop', 'oakland indie', 'stomp and holler']"
4266,Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,912173,68,"['double drumming', 'indie folk', 'indie pop', 'la indie', 'modern rock', 'stomp and holler']"
4267,Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,570212,67,"['freak folk', 'indie folk', 'indie pop', 'indie rock', 'rock', 'stomp and holler']"
4268,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,136053,50,"['indie pop', 'scottish indie', 'twee pop']"
4269,Milo Greene,5euJsEvfrlfhYDorMR40OF,78547,51,"['la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']"
4270,The Shins,4LG4Bs1Gadht7TCrMytQUO,985133,67,"['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']"
4271,Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,795176,70,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']"
4272,Blitzen Trapper,72XY3HrDdFfZXNZFCT9Zh1,102371,53,"['deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'portland indie', 'roots rock', 'stomp and holler']"
4273,Mason Jennings,6CQrZZn0g2ZNfIcXbi4pdo,53277,47,"['indie folk', 'stomp and holler']"
4274,Bowerbirds,4MoGkOmfK6oKi1Isc8Iv9m,38348,42,"['chamber pop', 'freak folk', 'indie folk', 'melancholia', 'north carolina indie', 'stomp and holler']"
4275,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,214558,56,"['art pop', 'brooklyn indie', 'chillwave', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']"
4276,Mick Flannery,5tIXFM4sGNRR4Oo3hLbFdf,26358,52,"['cork indie', 'irish rock', 'irish singer-songwriter']"
4277,Henry Jamison,2XdtmipGVPmA62ptDgX8QC,54171,61,"['indie anthem-folk', 'indie folk', 'neo mellow', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']"
4278,Old Sea Brigade,6vUNwmljZAcn7tNtUoxG45,37864,56,"['indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'pop folk', 'stomp and holler']"
4279,Bonny Light Horseman,0Qi9Fcmn1DJAoG8Agf5ibb,13997,53,"['alternative country', 'indie folk', 'new americana', 'stomp and holler']"
4280,Eric D. Johnson,4LBdlNpHBD8dHPcVCrjSB6,810,53,[]
4281,Josh Kaufman,3kKgcBXTgyAZhXPV3AaSZc,191,53,[]
4282,Anaïs Mitchell,7K5Lm5dxoEwEpOS0Fc3l3s,40169,65,['indie folk']
4283,Hiss Golden Messenger,37eqxl8DyLd5sQN54wYJbE,57089,56,"['alternative country', 'deep new americana', 'funk', 'indie folk', 'indie rock', 'modern folk rock', 'new americana', 'north carolina indie', 'roots rock', 'stomp and holler']"
4284,Humbird,0RLSq3hJOLcEezH3rTpnsB,3184,50,['midwest americana']
4285,Joshua Burnside,244AFgFclA9c1IcjWOAqoV,9323,55,"['indie folk', 'irish singer-songwriter']"
4286,Alana Henderson,6P6SqdQjXIzTWKj5QBWliY,8080,38,['irish singer-songwriter']
4287,Aoife O'Donovan,1f3ubTd6eyxuy30ddDJQQa,30386,51,"['boston folk', 'folk', 'indie folk', 'new americana', 'progressive bluegrass']"
4288,Rosie Carney,3Aut8hgiqZSy2qmJluZMU9,32629,61,"['indie folk', 'irish singer-songwriter', 'new americana']"
4289,Lisa Hannigan,0z7Yuv7DuDQ5SaVn4VSlLt,141196,60,"['chamber pop', 'irish singer-songwriter']"
4290,Florist,0VIiIxTNLeJOPoMLabwNtr,61552,50,"['art pop', 'indie folk', 'indie rock', 'small room']"
4291,Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,47945,54,"['art pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'small room']"
4292,Buck Meek,4mYY0UqYdvgdz60psupYBR,8381,48,"['indie folk', 'small room']"
4293,Basia Bulat,2iuqXpyyC67z6S2pq2m0gV,39076,45,"['canadian indie', 'canadian singer-songwriter', 'stomp and holler']"
4294,Haley Heynderickx,73MDShZzdL4vUGMkmXOG6X,85401,55,"['art pop', 'indie folk', 'indie pop', 'indie rock', 'portland indie', 'small room']"
4295,Fenne Lily,7iPH2BRBF9wKa6ljxvdext,66320,58,"['bristol indie', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']"
4296,Kacey Musgraves,70kkdajctXSbqSMJbQO424,838141,76,"['contemporary country', 'country dawn', 'pop', 'texas country']"
4297,Mary Bragg,72FO0BvoMxHvbQwbNrKqtj,1377,31,"['nashville americana', 'nashville singer-songwriter']"
4298,Glen Hansard,3Caot8EtHX6wLpNF2wRzS0,270346,59,"['irish rock', 'irish singer-songwriter', 'melancholia', 'neo mellow']"
4299,Markéta Irglová,4SklVMGMsWTq7cJd9MixUx,34506,54,"['chamber folk', 'melancholia']"
4300,David Keenan,4RhFWLvAR5H5uXvjWVmxMG,22294,48,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter']"
4301,Rose Cousins,3DIk8KcmVKTr4uGw3AuCtJ,13678,50,"['canadian folk', 'canadian indie', 'canadian singer-songwriter', 'deep new americana', 'folk', 'indie folk', 'lilith', 'new americana', 'pei indie']"
4302,Saint Sister,7ufZdjYTNe1vzA9Z6Fek14,17908,48,['irish indie']
4303,Nadia Reid,6ZoRg8NnEtVmtUhgCTSCrn,23499,47,"['dunedin indie', 'indie folk', 'nz folk', 'nz indie', 'nz pop', 'nz singer-songwriter']"
4304,Mountain Man,5kmPNusdo1mCTyz4u1uEGm,50458,50,"['freak folk', 'indie folk', 'indie pop', 'new americana', 'north carolina indie', 'stomp and holler', 'vermont indie']"
4305,The Dead Tongues,5nM5pj6cEIkzCkwBJZibHK,23400,52,"['deep new americana', 'new americana', 'stomp and holler']"
4306,Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,346784,70,"['ambient folk', 'indie folk', 'stomp and holler']"
4307,Gia Margaret,7fnMav7xXJwwjbyWbSjF4C,13287,51,"['art pop', 'indie folk', 'small room']"
4308,The Dove & the Wolf,3GXHx6w51K9F5Xvzp9vFo6,2762,17,[]
4309,River Whyless,7gRGh8w4G9zaFJSaIYp8HH,21227,48,"['asheville indie', 'deep new americana', 'folk-pop', 'indie folk', 'new americana', 'stomp and flutter', 'stomp and holler']"
4310,Robby Hecht,0ZDm55WIaMpvEkX8cY1AAk,3000,38,"['indie folk', 'nashville singer-songwriter', 'new americana', 'pop folk']"
4311,Stu Larsen,44M8i4BCwuBbmcQWwMaOfH,68962,52,"['indie anthem-folk', 'indie folk']"
4312,London Contemporary Voices,4AP9UXcQ9PWrnHsR8vnwsE,467,32,[]
4313,Lady Lamb,2wunbYU5KWrpI7RCRBkwF0,41264,44,"['indie pop', 'indie rock', 'indie singer-songwriter', 'maine indie']"
4314,The Last Revel,2PyWfmEeKmRNhQkAJ1zJXw,10901,42,"['deep new americana', 'midwest americana', 'new americana']"
4315,The Little Stevies,6ejgq8OX6QDGCprjf0HsVw,1658,18,[]
4316,Ian Noe,2TEpPi5SFalflhpcQHq3lB,21662,49,"['alternative country', 'indie folk', 'kentucky indie', 'new americana', 'roots americana']"
4317,Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,1073869,70,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']"
4318,Patsy Cline,7dNsHhGeGU5MV01r06O8gK,515109,63,"['adult standards', 'nashville sound']"
4319,Marlon Williams,5ENM4Vw9brkpcN51HtC8ga,68108,49,"['nz folk', 'nz pop', 'nz singer-songwriter']"
4320,JD McPherson,6u5mhJXgAKPTj6YVlZSPY9,71783,49,"['funk', 'modern blues rock', 'oklahoma country', 'rockabilly']"
4321,The Jordanaires,6CXezToiGS8K6jr9kr8Muv,3863,59,['country gospel']
4322,Nancy Sinatra,3IZrrNonYELubLPJmqOci2,266014,66,"['adult standards', 'brill building pop', 'folk rock', 'lounge', 'vocal jazz']"
4323,Norman Petty,5M0cZ39iat2YdgcQX627oq,669,0,[]
4324,C. Hardin,3YJENnOpwu0HbubqaijXGn,4,0,[]
4325,Marty Robbins,0Xi59sEw38vRvwleSAVqoo,265151,65,"['cowboy western', 'nashville sound']"
4326,JXL,2GyakhIO8twSgCnUFfCzTN,259,17,['big beat']
4327,Charley Crockett,3BJX1nYizKvWpZTY5HOAr4,58993,60,"['alternative country', 'deep new americana', 'new americana', 'roots americana']"
4328,Frankie Lymon & The Teenagers,40Zt6u0Ig5vXtrq0htgqvt,54122,45,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
4329,Ronnie Dawson,2Fgg6KYXIgeRY3VxQjX9lP,2291,23,"['rockabilly', 'traditional rockabilly']"
4330,The Reckless Electric,1x0DczFntbIchRLLSisGnM,236,18,['nashville americana']
4331,Willie Watson,5j9IEu1SEY0JslCPmfVsgq,30956,44,"['alternative country', 'folk', 'indie folk', 'new americana', 'roots americana', 'stomp and holler', 'traditional folk', 'western americana']"
4332,Joshua Hedley,6OJg4GNkAEtu0cfDVRbnjh,8429,40,['roots americana']
4333,Cannonball Adderley,5v74mT11KGJqadf9sLw4dA,135776,53,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'soul jazz', 'stride', 'vocal jazz']"
4334,Miles Davis Quintet,71Ur25Abq58vksqJINpGdx,204780,54,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']"
4335,Freddie Hubbard,0fTHKjepK5HWOrb2rkS5Em,117289,52,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'vocal jazz']"
4336,Lee Morgan,38C3okxv3fyyOIQUVPCdGX,90710,51,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'vocal jazz']"
4337,Sonny Rollins,1VEzN9lxvG6KPR3QQGsebR,230686,55,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'soul jazz']"
4338,Doug Watkins,3j0ZsENc1qq8vQ0stKX2z1,557,41,['jazz double bass']
4339,Max Roach,6jrlNnS5B830kpi40j3S6g,51237,47,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz drums', 'soul jazz']"
4340,Art Blakey,6QQuESLtKhAOcLW2TeWC2t,88451,48,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion', 'soul jazz']"
4341,Clark Terry,62xdwGEOLoGQxKUqoJusyU,16717,40,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet']"
4342,Jackie McLean,1lB7KbOr9xdPK1CuasxmeA,27102,40,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']"
4343,Art Blakey & The Jazz Messengers,6ykfXAed2KOLOMI3R0TZdz,123791,52,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion', 'soul jazz']"
4344,Herbie Hancock,2ZvrvbQNrHKwjT7qfGFFUW,454822,62,"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz']"
4345,Wes Montgomery,03YhcM6fxypfwckPCQV8pQ,156355,57,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz']"
4346,Mal Waldron,4cP0bprQSFtZdI9QEKKZA3,10556,45,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz piano']"
4347,Keith Jarrett,0F3Aew9DSd6fb6192K1K0Y,211411,59,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
4348,Jan Garbarek,7MEyCD4G0Zl6kmikEAZsym,50095,55,"['classical saxophone', 'contemporary jazz', 'ecm-style jazz', 'jazz fusion', 'jazz saxophone', 'norwegian jazz']"
4349,Palle Danielsson,7CyW7K2UrpjUNLVV698wvJ,602,47,"['jazz double bass', 'swedish jazz']"
4350,Jon Christensen,5Li0fvh4kEJOWbLYWfNrPr,1083,47,['jazz drums']
4351,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,1278473,68,"['adult standards', 'harlem renaissance', 'jazz blues', 'lounge', 'soul', 'torch song', 'vocal jazz']"
4352,Horace Silver,5ZATfKurLqflrBhv2FLht5,76570,52,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'vocal jazz']"
4353,Art Tatum,3DtSOCXYU6o4EV0K1NgIKq,105340,48,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'stride', 'swing', 'vintage jazz']"
4354,Lester Young,05E3NBxNMdnrPtxF9oraJm,96497,52,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
4355,Stanley Turrentine,2dRsXWVnkku2cMDtV1h6NP,33433,47,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']"
4356,Wayne Shorter,0ZqhrTXYPA9DZR527ZnFdO,136463,52,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'vocal jazz']"
4357,Thelonious Monk Trio,1eLGUQKWRwsvTDCJhH788m,19011,39,"['jazz', 'jazz trio']"
4358,Dexter Gordon,3NUsiT2JSyaWAnWaXxDzhQ,140176,52,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'stride', 'vocal jazz']"
4359,Dave Brubeck,3kUKwTJdH8FuWzF8p6Dg9E,277553,57,"['american modern classical', 'bebop', 'cool jazz', 'jazz', 'jazz piano']"
4360,Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,632371,68,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']"
4361,Charlie Parker,4Ww5mwS7BWYjoZTUIrMHfC,414861,57,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'swing', 'vocal jazz']"
4362,Bill Evans,4jXfFzeP66Zy67HM2mvIIF,418411,64,"['adult standards', 'bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano', 'stride', 'vocal jazz']"
4363,Astrud Gilberto,5rX2c1zow6hCph8PnnU3kF,138613,65,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']"
4364,Oscar Peterson Trio,0ldU0QJm31y0d6f57R1G2A,117703,61,"['adult standards', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'stride', 'swing', 'vocal jazz']"
4365,Dave Holland Quartet,5esenn11PLSJIISdQLn17E,6764,38,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'free improvisation', 'free jazz', 'jazz quartet']"
4366,Keith Jarrett Trio,3OJGG2blZ0c3YTOMSKZaHj,28225,44,"['contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz trio']"
4367,Yusef Lateef,33XkS6h90eeK7e6OJHw0mq,61384,50,"['avant-garde', 'avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']"
4368,Kenny Burrell,1sdyFmN4bVOcuFDpTVsxBB,50681,52,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz', 'straight-ahead jazz']"
4369,Oliver Nelson,2nQKUeZeleLGNsJj6WLUXN,34573,43,"['avant-garde jazz', 'bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'soul jazz']"
4370,Bud Powell,570vCzcespB48HIQyTbDO6,68461,46,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
4371,Jacob Gurevitsch,1h9GstBf9XSQT3jzZqt3vH,17781,52,['danish modern jazz']
4372,Sun Ra Arkestra,5V5vvh5MgM7vDuPp4lJYkh,14901,35,"['avant-garde jazz', 'experimental big band', 'free improvisation', 'free jazz']"
4373,Donny McCaslin,1CS1JV6wZUIf5hbsWoiH1M,19704,31,"['contemporary jazz', 'progressive jazz fusion']"
4374,Jackson Mathod,6RvLMgatQu3kdjDpYyQnTx,536,41,[]
4375,Waldo's Gift,5CDHEnQ7vIRfL4I18XnLQb,1124,31,[]
4376,Eric Revis,5ElMqnHWxDT7rA7WuwDFs3,587,23,[]
4377,Nils Wülker,0GvUvYAa4rXdQt217NuE7o,8282,40,['german jazz']
4378,Theo Croker,7iUF39q93Xixo33E6IvNYm,15190,40,"['jazz brass', 'jazz trumpet']"
4379,Mammal Hands,497rp5TEzJffeBnUT0BeE1,68197,52,"['contemporary jazz', 'indie jazz', 'modern jazz trio', 'nu jazz']"
4380,Runden,5uuzqb6AGPjb56shkWhcqo,169,24,[]
4381,Bill Frisell,3SONlwqLIP2GtaMh9pLYe5,64901,53,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']"
4382,minco eggersman,2iWoQ1sXZrTGHb4FcMxz93,806,28,[]
4383,Theodoor Borger,3SAolv7NXrrWp6LHhdIwWm,144,28,[]
4384,The Budos Band,5q4eLKmqFVP0xII8087PHz,111883,55,"['afrobeat', 'ethio-jazz', 'funk', 'instrumental funk', 'instrumental soul', 'soul']"
4385,Michel Benita,6xgxdQWIYTveGaqFINS9iR,1014,36,"['ecm-style jazz', 'french jazz', 'jazz double bass', 'norwegian jazz']"
4386,Matthieu Michel,41FrZElPoQw0plv2d3UL2r,148,37,[]
4387,Jozef Dumoulin,4d3Ice9t3aFOAMk2VJCOwd,351,35,['belgian modern jazz']
4388,Philippe Garcia,6PmHbKUXAKXNubgs1MnNbg,20,35,[]
4389,Tenderlonious,5D1w6T6H7pnRDQZIrhwlxo,15376,43,"['british jazz', 'broken beat', 'indie jazz', 'uk contemporary jazz']"
4390,Paradise Cinema,4Pcul7nseyw2rx6vFvDdQD,565,29,[]
4391,Billy Childs,2DalOaFXdbHCB4cyMJhQtR,2802,41,['african-american classical']
4392,Idris Ackamoor,5364PA7k8ziFDp6SME0c4Y,6262,34,"['afrofuturism', 'free jazz', 'indie jazz', 'spiritual jazz', 'uk contemporary jazz']"
4393,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,291,34,[]
4394,Jaga Jazzist,68HFSFMCZzyRjkkm9bv5Vt,43413,38,"['contemporary jazz', 'indie jazz', 'jazztronica', 'ninja', 'norwegian contemporary jazz', 'norwegian experimental', 'norwegian jazz', 'nu jazz', 'progressive jazz fusion']"
4395,Wandering Monster,76qpgEBPZBE8obznb3DBHy,521,25,['uk contemporary jazz']
4396,72-HOUR POST FIGHT,0QywAgoqmactggMU0Vfwf0,2010,34,['milan indie']
4397,Raffy Bushman,4xX2QeWsypmEv9w4u9P6xC,395,30,[]
4398,Pachakuti,2pQzPOCdgQgaUpWG3WEcYr,231,45,[]
4399,young.vishnu,13ktebtZo4NRbX3uThOmP2,170,46,[]
4400,Masha Kashyna,65TuhHisKVYDL8ptZSaNx2,38,20,[]
4401,Mulatu Astatke,7HGFXtBhRq3g1Ma3nH4Rgv,130733,57,"['afrobeat', 'afropop', 'ethio-jazz', 'funk', 'indie jazz', 'world']"
4402,Black Jesus Experience,4zoaPormj8VuScjdQX9Rh4,2252,38,[]
4403,Sixty,5VysD2TJO3XmObL2YuXs3i,210,27,[]
4404,Kamaal Williams,01mXk9IDlVczWwZvVHAiIS,52925,49,"['indie jazz', 'indie soul', 'uk contemporary jazz']"
4405,Rymden,2yxMIwcfg9qdyodUwirbRW,3808,37,"['contemporary jazz', 'norwegian contemporary jazz', 'norwegian jazz', 'progressive jazz fusion', 'swedish jazz']"
4406,Bugge Wesseltoft,4p35pLn1lRgqoVVsnqNZEK,36819,47,"['norwegian contemporary jazz', 'norwegian jazz', 'nu jazz', 'swedish jazz']"
4407,Magnud Öström,6fj18TarcZs8cQBLJWPkUo,6,6,[]
4408,Dan Berglund,2DPXTPwIvdOovdaDzTKGjY,1537,28,"['classic swedish pop', 'visor']"
4409,JD Allen,5ACouApJyhZpZ3Eu2DtrlM,2299,30,['contemporary jazz']
4410,Terje Rypdal,3EFzYPEP2mCQoqcLjoWwK1,12693,41,"['contemporary jazz', 'ecm-style jazz', 'jazz fusion', 'jazz guitar', 'norwegian contemporary jazz', 'norwegian experimental', 'norwegian jazz', 'swedish jazz']"
4411,Jerk,47fuoUqgL8n7eSQsSdaCQf,926,34,[]
4412,Nubya Garcia,6O5k8LLRfDK8v9jj1GazAQ,40728,49,"['british jazz', 'indie jazz', 'indie soul', 'uk contemporary jazz']"
4413,Ms MAURICE,71de3PbzhhP5sSKhcWgNdo,159,37,[]
4414,Cassie Kinoshi,3ibe0QPyXamL3St3VBBxJT,468,36,[]
4415,Richie Seivwright,1iyQnonWJYO8XSOkWQITUH,40,33,[]
4416,Snazzback,3bD0qDLbGmvMvbaP8vHr9e,1571,31,['uk contemporary jazz']
4417,China Bowls,3G3M7180YuAUBCuHjPZB00,612,31,[]
